Version,Model,source,country,group,DateoA,WoAi,YoAi,WoDi,YoDi,wk2,UCIc,LCIc,nbr,excess,zscore,DOTc,DOTb,DOTz,Pnb,Spring,Automn,nb,nbc,UPIc,LPIc,UPIb2,LCIb,UCIb,UCIe,LCIe,DOTm,DOTzm,CUSUM,FLAG,k,ARL0,h
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,23,2008,2008-23,,,12,,,,,,,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),16,16,,,,,,,,16,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,24,2008,2008-24,,,23,2.084605,0.5057271,,,,10.9154,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.82684,10.76809,11.0627,,,13,0.5057271,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,25,2008,2008-25,,,8,6.088156,1.407488,,,,10.91184,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),17,17,,,19.8197,10.76533,11.05835,,,17,1.407488,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,26,2008,2008-26,,,13,4.091706,0.9683307,,,,10.90829,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),15,15,,,19.81258,10.76258,11.05401,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,27,2008,2008-27,,,15,-3.904745,-1.047303,,,,10.90474,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),7,7,,,19.80547,10.75982,11.04967,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,28,2008,2008-28,,,12,6.098803,1.411355,,,,10.9012,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),17,17,,,19.79838,10.75707,11.04533,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,29,2008,2008-29,,,20,1.10235,0.2716158,,,,10.89765,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),12,12,,,19.79132,10.75431,11.04099,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,30,2008,2008-30,,,9,0.1058953,0.02648792,,,,10.8941,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),11,11,,,19.78427,10.75156,11.03665,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,31,2008,2008-31,,,12,5.10944,1.19697,,,,10.89056,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),16,16,,,19.77724,10.7488,11.03232,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,32,2008,2008-32,,,17,4.112983,0.975294,,,,10.88702,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),15,15,,,19.77023,10.74604,11.02799,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,33,2008,2008-33,,,12,-4.883475,-1.341699,,,,10.88348,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),6,6,,,19.76323,10.74329,11.02366,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,34,2008,2008-34,,,7,2.120066,0.5160401,,,,10.87993,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.75626,10.74053,11.01934,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,35,2008,2008-35,,,9,2.123606,0.5170685,,,,10.87639,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.74931,10.73777,11.01502,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,36,2008,2008-36,,,19,6.127144,1.421581,,,,10.87286,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),17,17,,,19.74237,10.73501,11.0107,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,37,2008,2008-37,,,14,-1.869318,-0.4841907,,,,10.86932,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),9,9,,,19.73546,10.73225,11.00639,,,9,-0.4841907,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,38,2008,2008-38,,,13,-0.8657821,-0.2205684,,,,10.86578,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),10,10,,,19.72856,10.72949,11.00207,,,10,-0.2205684,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,39,2008,2008-39,,,6,-1.862247,-0.48267,,,,10.86225,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),9,9,,,19.72168,10.72673,10.99776,,,9,-0.48267,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,40,2008,2008-40,,,14,-1.858713,-0.4819081,,,,10.85871,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),9,9,,,19.71482,10.72397,10.99346,,,9,-0.4819081,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,41,2008,2008-41,,,9,-1.85518,-0.4811451,,,,10.85518,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),9,9,,,19.70798,10.72121,10.98915,,,9,-0.4811451,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,42,2008,2008-42,,,12,3.148352,0.7582798,,,,10.85165,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),14,14,,,19.70116,10.71844,10.98485,,,14,0.7582798,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,43,2008,2008-43,,,9,8.151882,1.855843,,,,10.84812,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),19,19,,,19.69436,10.71568,10.98056,,,19,1.855843,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,44,2008,2008-44,,,20,-1.844589,-0.4788498,,,,10.84459,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),9,9,,,19.68757,10.71291,10.97626,,,9,-0.4788498,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,45,2008,2008-45,,,13,5.15894,1.213883,,,,10.84106,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),16,16,,,19.68081,10.71015,10.97197,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,46,2008,2008-46,,,17,4.162467,0.9913601,,,,10.83753,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),15,15,,,19.67406,10.70738,10.96768,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,47,2008,2008-47,,,12,1.165993,0.2889457,,,,10.83401,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),12,12,,,19.66733,10.70461,10.9634,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,48,2008,2008-48,,,12,1.169518,0.2899067,,,,10.83048,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),12,12,,,19.66062,10.70185,10.95912,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,49,2008,2008-49,,,6,-2.826959,-0.7485773,,,,10.82696,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),8,8,,,19.65393,10.69908,10.95484,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,50,2008,2008-50,,,13,2.176564,0.5324252,,,,10.82344,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.64726,10.69631,10.95057,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,51,2008,2008-51,,,10,-5.819915,-1.648484,,,,10.81991,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),5,5,,,19.64061,10.69353,10.9463,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,52,2008,2008-52,,,5,2.183605,0.5344625,,,,10.81639,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.63398,10.69076,10.94203,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,1,2009,2009-01,,,12,3.187124,0.7701503,,,,10.81288,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),14,14,,,19.62736,10.68799,10.93776,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,2,2009,2009-02,,,13,-4.809358,-1.330214,,,,10.80936,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),6,6,,,19.62076,10.68521,10.9335,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,3,2009,2009-03,,,11,-4.805841,-1.32964,,,,10.80584,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),6,6,,,19.61419,10.68244,10.92925,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,4,2009,2009-04,,,9,3.197675,0.7733663,,,,10.80233,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),14,14,,,19.60763,10.67966,10.92499,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,5,2009,2009-05,,,11,-1.798811,-0.4687962,,,,10.79881,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),9,9,,,19.60109,10.67688,10.92074,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,6,2009,2009-06,,,7,-4.795297,-1.327905,,,,10.7953,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),6,6,,,19.59456,10.6741,10.9165,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,7,2009,2009-07,,,9,-6.791785,-1.98369,,,,10.79179,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),4,4,,,19.58806,10.67132,10.91226,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,8,2009,2009-08,,,5,-4.788274,-1.326735,,,,10.78827,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),6,6,,,19.58157,10.66853,10.90802,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,9,2009,2009-09,,,6,4.215236,1.008276,,,,10.78476,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),15,15,,,19.57511,10.66575,10.90378,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,10,2009,2009-10,,,13,2.218745,0.5446092,,,,10.78126,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.56866,10.66296,10.89955,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,11,2009,2009-11,,,12,-0.7777478,-0.1996288,,,,10.77775,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),10,10,,,19.56223,10.66017,10.89532,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,12,2009,2009-12,,,6,5.225759,1.236292,,,,10.77424,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),16,16,,,19.55582,10.65738,10.8911,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,13,2009,2009-13,,,18,2.229264,0.5476399,,,,10.77074,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.54943,10.65459,10.88688,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,14,2009,2009-14,,,14,4.232768,1.013843,,,,10.76723,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),15,15,,,19.54305,10.6518,10.88267,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,15,2009,2009-15,,,13,2.236271,0.5496569,,,,10.76373,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.5367,10.649,10.87846,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,16,2009,2009-16,,,11,-2.760227,-0.7349313,,,,10.76023,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),8,8,,,19.53036,10.6462,10.87425,,,8,-0.7349313,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,17,2009,2009-17,,,10,4.243274,1.017165,,,,10.75673,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),15,15,,,19.52404,10.6434,10.87005,,,15,1.017165,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,18,2009,2009-18,,,11,-3.753226,-1.020087,,,,10.75323,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),7,7,,,19.51774,10.6406,10.86585,,,7,-1.020087,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,19,2009,2009-19,,,10,4.250272,1.019372,,,,10.74973,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),15,15,,,19.51146,10.6378,10.86166,,,15,1.019372,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,20,2009,2009-20,,,16,5.25377,1.24553,,,,10.74623,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),16,16,,,19.5052,10.63499,10.85747,,,16,1.24553,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,21,2009,2009-21,,,14,2.257266,0.5556902,,,,10.74273,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.49895,10.63218,10.85328,,,13,0.5556902,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,22,2009,2009-22,,,13,0.260761,0.06607797,,,,10.73924,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),11,11,,,19.49272,10.62937,10.8491,,,11,0.06607797,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,23,2009,2009-23,,,12,-4.735745,-1.317662,,,,10.73575,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),6,6,,,19.48652,10.62656,10.84493,,,6,-1.317662,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,24,2009,2009-24,,,8,-5.732252,-1.635362,,,,10.73225,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),5,5,,,19.48032,10.62375,10.84076,,,5,-1.635362,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,25,2009,2009-25,,,5,0.2712395,0.0687859,,,,10.72876,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),11,11,,,19.47415,10.62093,10.83659,,,11,0.0687859,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,26,2009,2009-26,,,13,-2.72527,-0.7275438,,,,10.72527,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),8,8,,,19.468,10.61811,10.83243,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,27,2009,2009-27,,,8,2.278219,0.5616966,,,,10.72178,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.46186,10.61528,10.82828,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,28,2009,2009-28,,,14,3.281708,0.7987419,,,,10.71829,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),14,14,,,19.45575,10.61246,10.82413,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,29,2009,2009-29,,,13,0.2851949,0.07239711,,,,10.71481,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),11,11,,,19.44965,10.60963,10.81998,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,30,2009,2009-30,,,8,0.2886809,0.07329999,,,,10.71132,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),11,11,,,19.44357,10.6068,10.81584,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,31,2009,2009-31,,,10,-3.707834,-1.011166,,,,10.70783,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),7,7,,,19.4375,10.60397,10.8117,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,32,2009,2009-32,,,7,3.29565,0.8029072,,,,10.70435,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),14,14,,,19.43146,10.60113,10.80757,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,33,2009,2009-33,,,15,5.299132,1.260283,,,,10.70087,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),16,16,,,19.42543,10.59829,10.80345,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,34,2009,2009-34,,,19,-1.697386,-0.4457768,,,,10.69739,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),9,9,,,19.41942,10.59545,10.79933,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,35,2009,2009-35,,,5,3.306094,0.8060185,,,,10.69391,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),14,14,,,19.41343,10.5926,10.79521,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,36,2009,2009-36,,,16,2.309573,0.5706532,,,,10.69043,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.40746,10.58975,10.7911,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,37,2009,2009-37,,,11,-5.686949,-1.627824,,,,10.68695,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),5,5,,,19.40151,10.5869,10.787,,,5,-1.627824,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,38,2009,2009-38,,,4,-0.6834717,-0.1766421,,,,10.68347,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),10,10,,,19.39557,10.58404,10.7829,,,10,-0.1766421,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,39,2009,2009-39,,,10,1.320004,0.3309477,,,,10.68,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),12,12,,,19.38965,10.58118,10.77881,,,12,0.3309477,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,40,2009,2009-40,,,12,1.323479,0.331894,,,,10.67652,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),12,12,,,19.38375,10.57832,10.77473,,,12,0.331894,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,41,2009,2009-41,,,11,-0.6730476,-0.1740677,,,,10.67305,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),10,10,,,19.37787,10.57545,10.77065,,,10,-0.1740677,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,42,2009,2009-42,,,9,-0.6695752,-0.1732088,,,,10.66958,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),10,10,,,19.37201,10.57258,10.76657,,,10,-0.1732088,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,43,2009,2009-43,,,17,-4.666104,-1.304742,,,,10.6661,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),6,6,,,19.36616,10.5697,10.76251,,,6,-1.304742,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,44,2009,2009-44,,,4,-3.662634,-1.001935,,,,10.66263,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),7,7,,,19.36033,10.56682,10.75845,,,7,-1.001935,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,45,2009,2009-45,,,6,2.340835,0.579543,,,,10.65916,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.35452,10.56394,10.75439,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,46,2009,2009-46,,,9,-3.655697,-1.000489,,,,10.6557,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),7,7,,,19.34873,10.56105,10.75034,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,47,2009,2009-47,,,8,-0.6522299,-0.1689082,,,,10.65223,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),10,10,,,19.34296,10.55816,10.7463,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,48,2009,2009-48,,,12,1.351236,0.3394487,,,,10.64876,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),12,12,,,19.3372,10.55526,10.74227,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,49,2009,2009-49,,,14,1.3547,0.340391,,,,10.6453,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),12,12,,,19.33146,10.55236,10.73824,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,50,2009,2009-50,,,15,-3.641836,-0.9975735,,,,10.64184,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),7,7,,,19.32574,10.54945,10.73422,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,51,2009,2009-51,,,3,-4.638374,-1.299316,,,,10.63837,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),6,6,,,19.32004,10.54654,10.73021,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,52,2009,2009-52,,,4,-0.6349129,-0.1645982,,,,10.63491,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),10,10,,,19.31436,10.54363,10.7262,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,53,2009,2009-53,,,6,-2.631453,-0.7069257,,,,10.63145,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),8,8,,,19.30869,10.54071,10.7222,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,1,2010,2010-01,,,13,-5.627994,-1.617244,,,,10.62799,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),5,5,,,19.30304,10.53778,10.71821,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,2,2010,2010-02,,,7,0.3754638,0.09586783,,,,10.62454,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),11,11,,,19.29741,10.53485,10.71422,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,3,2010,2010-03,,,13,5.37892,1.285564,,,,10.62108,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),16,16,,,19.29179,10.53192,10.71024,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,4,2010,2010-04,,,14,3.382376,0.8284931,,,,10.61762,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),14,14,,,19.2862,10.52897,10.70627,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,5,2010,2010-05,,,17,1.38583,0.348849,,,,10.61417,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),12,12,,,19.28062,10.52603,10.70231,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,6,2010,2010-06,,,6,-2.610716,-0.7022167,,,,10.61072,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),8,8,,,19.27506,10.52307,10.69836,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,7,2010,2010-07,,,11,3.392736,0.8315095,,,,10.60726,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),14,14,,,19.26951,10.52012,10.69441,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,8,2010,2010-08,,,15,1.396187,0.3516592,,,,10.60381,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),12,12,,,19.26399,10.51715,10.69047,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,9,2010,2010-09,,,10,-0.6003632,-0.1559524,,,,10.60036,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),10,10,,,19.25848,10.51418,10.68654,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,10,2010,2010-10,,,10,0.4030855,0.103081,,,,10.59691,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),11,11,,,19.25299,10.51121,10.68262,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,11,2010,2010-11,,,12,3.406533,0.8355126,,,,10.59347,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),14,14,,,19.24752,10.50822,10.67871,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,12,2010,2010-12,,,14,3.40998,0.8365101,,,,10.59002,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),14,14,,,19.24206,10.50523,10.67481,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,13,2010,2010-13,,,8,2.413425,0.6000069,,,,10.58657,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),13,13,,,19.23662,10.50224,10.67091,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,14,2010,2010-14,,,14,0.4168695,0.1066848,,,,10.58313,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),11,11,,,19.2312,10.49924,10.66702,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,15,2010,2010-15,,,16,3.420313,0.8394943,,,,10.57969,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),14,14,,,19.2258,10.49623,10.66315,,,,,0,,0.25,20,1.449226
v4-3,LINE,SSI,Denmark,0to4,31dec2013,1,2014,16,2010,2010-16,,,13,1.423755,0.3591291,,,,10.57625,(WoDi>15 & WoDi<26),(WoDi>36 & WoDi<45),12,12,,,19.22041,10.49321,10.65928,,,12,0.3591291,0,,0.25,20,1.449226
